eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventOrganization,eventHost,phoneNumber,baseDate,code,providName
장위 부마축제(미정),"부마가옥, 장위초등학교","부마전통혼례재현, 퍼레이드, 폐백식, 주민화합한마당, 체험프로그램 등(행사시작일 종료일 미정)",2021-10-01,2021-10-31,09:00,18:00,성북구청,부마축제추진위원회,02-2241-5681,2021-09-06,3070000,서울특별시 성북구
석관 의릉문화제(미정),"의릉, 석관초등학교 앞","어가행렬, 문화예술공연, 참여 및 체험프로그램 등(행사시작일 종료일 미정)",2021-10-01,2021-10-31,09:00,18:00,성북구청,의릉축제추진위원회,02-2241-5761,2021-09-06,3070000,서울특별시 성북구
앙상블 클리비어의 피아니즘&밴,승달문화예술회관,음악,2018-11-02,2018-11-02,19:00,21:00,㈜제이케이앤컴퍼니,"한국문화예술위원회,무안군",061-450-4090,2021-08-20,4950000,전라남도 무안군
뮤지컬판,승달문화예술회관,뮤지컬,2018-08-24,2018-08-24,19:00,21:00,정동극장,"한국문화예술위원회,무안군",061-450-4090,2021-08-20,4950000,전라남도 무안군
뮤지컬루나틱,승달문화예술회관,뮤지컬,2018-06-29,2018-06-29,19:00,21:00,㈜이엘프러스,"한국문화예술위원회,무안군",061-450-4090,2021-08-20,4950000,전라남도 무안군
뮤지컬누가 내머리에 똥 쌌어?,승달문화예술회관,뮤지컬,2018-05-16,2018-05-17,19:00,21:00,극단옹기종기,"한국문화예술위원회,무안군",061-450-4090,2021-08-20,4950000,전라남도 무안군
기적소리,봉산문화회관 가온홀,뮤지컬,2017-02-25,2017-02-26,15:00,16:40,대구메트로아트센터,대구메트로아트센터,053-795-0303,2021-07-01,3410000,대구광역시 중구
기적소리,봉산문화회관 가온홀,뮤지컬,2017-02-25,2017-02-26,19:30,21:10,대구메트로아트센터,대구메트로아트센터,053-795-0303,2021-07-01,3410000,대구광역시 중구
기적소리,봉산문화회관 가온홀,뮤지컬,2017-02-26,2017-02-26,15:00,16:40,대구메트로아트센터,대구메트로아트센터,053-795-0303,2021-07-01,3410000,대구광역시 중구
기적소리,봉산문화회관 가온홀,뮤지컬,2017-02-26,2017-02-26,19:30,21:10,대구메트로아트센터,대구메트로아트센터,053-795-0303,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-28,2019-12-29,18:00,19:30,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-29,2019-12-29,15:00,17:00,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
꽃이 피고 비가 내리면,봉산문화회관 스페이스라온,뮤지컬 리딩공연,2017-01-12,2017-01-14,19:30,20:30,아트팩토리 윤성,아트팩토리 윤성,053-628-2230,2021-07-01,3410000,대구광역시 중구
이상국의 힐링콘서트5,봉산문화회관 가온홀,토크콘서트,2017-02-16,2017-02-17,20:00,22:00,호야엔터테인먼트,호야엔터테인먼트,1855-0687,2021-07-01,3410000,대구광역시 중구
기적소리,봉산문화회관 가온홀,뮤지컬,2017-02-23,2017-02-26,19:30,21:10,대구메트로아트센터,대구메트로아트센터,053-795-0303,2021-07-01,3410000,대구광역시 중구
기적소리,봉산문화회관 가온홀,뮤지컬,2017-02-24,2017-02-26,19:30,21:10,대구메트로아트센터,대구메트로아트센터,053-795-0303,2021-07-01,3410000,대구광역시 중구
달달한 음악으로의 초대 with 더원,승달문화예술회관,음악,2019-12-06,2019-12-06,19:00,21:00,무안군,한국문화예술회관연합회,061-450-4090,2021-08-20,4950000,전라남도 무안군
댄스뮤지컬 사랑하면 춤을 춰라 시즌2,승달문화예술회관,뮤지컬,2019-11-22,2019-11-22,19:00,21:00,무안군,한국문화예술회관연합회,061-450-4090,2021-08-20,4950000,전라남도 무안군
리듬 오브 코리아,승달문화예술회관,음악,2019-07-15,2019-07-15,19:00,21:00,무안군,한국문화예술회관연합회,061-450-4090,2021-08-20,4950000,전라남도 무안군
춘하추동-남상일의 디톡스콘서트,승달문화예술회관,음악,2019-06-21,2019-06-21,19:00,21:00,"사단법인전통공연예술연구소, 무안군",한국문화예술회관연합회,061-450-4090,2021-08-20,4950000,전라남도 무안군
정성재재즈밴드,승달문화예술회관,음악,2019-05-29,2019-05-29,19:00,21:00,"한국문화예술회관연합회, 무안군",문화체육관광부,061-450-4090,2021-08-20,4950000,전라남도 무안군
COME TOGETHER 재즈파크빅밴드 with JK김동욱,승달문화예술회관,음악,2018-12-07,2018-12-07,19:00,21:00,㈜제이피컴퍼니,"한국문화예술위원회,무안군",061-450-4090,2021-08-20,4950000,전라남도 무안군
창작음악극당신의 아름다운 시절,승달문화예술회관,연극,2018-11-30,2018-11-30,19:00,21:00,부평구문화재단,"한국문화예술위원회,무안군",061-450-4090,2021-08-20,4950000,전라남도 무안군
넌버벌아트 판토마임,작은극장 돌체,문화예술공연 융합,2021-02-23,2021-02-27,00:00,00:00,인천광역시 미추홀구,극단마임,032-772-7361,2021-09-06,3510500,인천광역시 미추홀구
3월 문화예술아카데미,작은극장 돌체,문화예술공연 융합,2021-03-05,2021-03-05,00:00,00:00,인천광역시 미추홀구,극단마임,032-772-7361,2021-09-06,3510500,인천광역시 미추홀구
넌버벌아트 클라운 마임,작은극장 돌체,문화예술공연 융합,2021-04-20,2021-04-24,00:00,00:00,인천광역시 미추홀구,극단마임,032-772-7361,2021-09-06,3510500,인천광역시 미추홀구
5월 문화예술아카데미,작은극장 돌체,문화예술공연 융합,2021-05-14,2021-05-14,00:00,00:00,인천광역시 미추홀구,극단마임,032-772-7361,2021-09-06,3510500,인천광역시 미추홀구
넌버벌아트 마술,작은극장 돌체,문화예술공연 융합,2021-06-15,2021-06-19,00:00,00:00,인천광역시 미추홀구,극단마임,032-772-7361,2021-09-06,3510500,인천광역시 미추홀구
뮤지컬 목짧은 기린 지피(혁신교육),코스모스대극장,뮤지컬,2016-10-31,2016-11-03,10:30,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
샘김 이진아 콘서트,유채꽃소극장,콘서트,2016-11-05,2016-11-05,19:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
작사가 윤종신 콘서트,코스모스대극장,콘서트,2016-11-11,2016-11-11,20:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
연극<민들레 바람되어>,유채꽃소극장,연극,2016-11-12,2016-11-12,15:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
조관우 조통달과 함께하는 그때 그리고 지금,코스모스대극장,콘서트,2016-11-19,2016-11-19,15:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
고3 수고했어 콘서트(혁신교육),코스모스대극장,콘서트,2016-11-22,2016-11-23,14:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
휘성 알리 콘서트 깐따레 페스타,코스모스대극장,콘서트,2016-11-25,2016-11-25,20:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
오페라 라보엠,코스모스대극장,오페라,2016-12-03,2016-12-03,15:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
뮤지컬 그날들,코스모스대극장,뮤지컬,2016&12&16,2016-12-17,20:00,00-00,구리아트홀(구리시청),구리아트홀(구리시청),"031,550,8800",2021-06-28,3980000,경기도 구리시
스티브 바라캇 밴드 크리스마스 콘서트,코스모스대극장,콘서트,2016-12-23,2016-12-23,20:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
[제3회 경기공연예술페스타] 한여름밤의 꿈,코스모스대극장,무용,2017-01-18,2017-01-18,20:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
[제3회 경기공연예술페스타] 앰비규어스댄스컴퍼니<얼토당토>,유채꽃소극장,전통예술,2017-01-19,2017-01-19,20:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
[제3회 경기공연예술페스타] 연극<탈출 날숨의시간>,코스모스대극장,연극,2017-01-20,2017-01-20,20:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
[제3회 경기공연예술페스타] 명랑음악극<ANNE>,유채꽃소극장,연극,2017-01-21,2017-01-21,16:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
구리시립합창단 with 리코디스트 염은초,코스모스대극장,클래식,2017-02-22,2017-02-22,11:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
악극<꿈에 본 내 고향>,코스모스대극장,악극,2017-03-11,2017-03-11,16:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
마이클리 단독콘서트,코스모스대극장,콘서트,2017-03-18,2017-03-18,18:30,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
정훈희 송창식 콘서트,코스모스대극장,콘서트,2017-03-25,2017-03-25,19:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
김덕수 앙상블 시나위  전통에서 길을 열다,유채꽃소극장,국악,2017-04-08,2017-04-08,16:00,00:00,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,2021-06-28,3980000,경기도 구리시
10cm 디에이드 콘서트,코스모스대극장,콘서트,2017&04&15,2017-04-15,18:00,00-00,구리아트홀(구리시청),구리아트홀(구리시청),"031,550,8800",2021-06-28,3980000,경기도 구리시
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-10,2019-06-02,19:45,21:15,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
우수공연 시리즈Ⅰ 백건우 PIANO RECITAL 백건우 & 쇼팽,봉산문화회관 가온홀,클래식,2019-04-12,2019-04-12,19:30,21:00,봉산문화회관,봉산문화회관,053-661-3521,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-12,2019-06-02,19:45,21:15,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-13,2019-06-02,15:00,16:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019&04&13,2019-06-02,18:00,19-30,고도예술기획,고도예술기획,"1566,7897",2021-07-01,3410000,대구광역시 중구
TOV와 함께하는 갈라콘서트 인연,봉산문화회관 가온홀,클래식,2019-04-14,2019-04-14,19:00,20:30,디엠사운드,디엠사운드,053-000-0000,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-14,2019-06-02,15:00,16:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-16,2019-06-02,16:00,17:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019&04&17,2019-06-02,19:45,21-15,고도예술기획,고도예술기획,"1566,7897",2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-18,2019-06-02,19:45,21:15,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-19,2019-06-02,19:45,21:15,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
가족어린이 공연 공룡애니멀쇼,봉산문화회관 가온홀,아동극,2019-04-20,2019-04-21,13:00,13:50,주니엔터테인먼트,주니엔터테인먼트,053-000-0000,2021-07-01,3410000,대구광역시 중구
가족어린이 공연 공룡애니멀쇼,봉산문화회관 가온홀,아동극,2019-04-20,2019-04-21,15:00,15:50,주니엔터테인먼트,주니엔터테인먼트,053-000-0000,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-20,2019-06-02,15:00,16:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-20,2019-06-02,18:00,19:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
가족어린이 공연 공룡애니멀쇼,봉산문화회관 가온홀,아동극,2019-04-21,2019-04-21,11:00,11:50,주니엔터테인먼트,주니엔터테인먼트,053-000-0000,2021-07-01,3410000,대구광역시 중구
가족어린이 공연 공룡애니멀쇼,봉산문화회관 가온홀,아동극,2019&04&21,2019-04-21,13:00,13-50,주니엔터테인먼트,주니엔터테인먼트,"053,000,0000",2021-07-01,3410000,대구광역시 중구
가족어린이 공연 공룡애니멀쇼,봉산문화회관 가온홀,아동극,2019-04-21,2019-04-21,15:00,15:50,주니엔터테인먼트,주니엔터테인먼트,053-000-0000,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-04-21,2019-06-02,15:00,16:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2019-03-17,2019-03-17,18:00,20:15,파워포엠,대구MBC,053-422-4224,2021-07-01,3410000,대구광역시 중구
대구컨템포러리무용단 창조와 융합시리즈 박춘수의 춤,봉산문화회관 스페이스라온,무용,2019-03-23,2019-03-23,19:00,20:00,대구컨템포러리,대구컨템포러리,053-850-3199,2021-07-01,3410000,대구광역시 중구
제36회 대구연극제 용을잡는 사람들,봉산문화회관 가온홀,연극,2019-03-27,2019-03-27,16:00,17:20,대구연극협회,대구연극협회,053-255-2555,2021-07-01,3410000,대구광역시 중구
제36회 대구연극제 용을잡는 사람들,봉산문화회관 가온홀,연극,2019-03-27,2019-03-27,19:30,20:50,대구연극협회,대구연극협회,053-255-2555,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-05-18,2019-06-02,15:00,16:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 품바,봉산문화회관 스페이스라온,연극,2019-05-18,2019-06-02,18:00,19:30,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 라이어1탄,봉산문화회관 가온홀,연극,2019-05-19,2019-06-02,15:00,16:40,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
