,collectiondb,creator,description,extent,language,regdate,rights,title
158,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"『금융 회사가 말하지 않는 진실』의 저자가 쓴 책으로 자본주의 경제에 살고있는 아이들을 위해 썼던 책으로, 돈에 대한 올바른 개념과 철학을 심어 주면서 자금 관리에 필요한 금융 경제적 지식을 쉽게 설명하고있다. 부의 창출 원리뿐만 아니라 자본주의 경제의 작동 원리도 소개합니다.",207,Kor,2011-03-02T00:00:00+09:00,송승용,어른들이 말하지 않는 돈의 진실
159,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"2011 볼로냐 국제 아동 도서전. 지하 탄광 터널이나 카페트 공장에서 극심한 노동에 시달 리거나 파괴 전쟁에 동원되거나 지진으로 직접 음식을 구하는 등 유치함을 누릴 수없는 세계 각국의 어린이들을 그린 아동 권 그림책, 간결한 그림과 섬세한 콜라주로. 되려고.",44,Kor,2011-02-20T00:00:00+09:00,"강경수 글, 그림",거짓말 같은 이야기
160,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'청소년을위한 독일 미술 교실'에서 말하듯이,이 책은 예술 작품을 진행하는 방법, 예술적 아이디어의 출처, 아이디어를 표현하는 방법, 감정을 전달하는 방법, 작품을 이해하는 방법에 관한 책입니다. 작품을 보면서 떠오를 수있는 7 가지 질문과 그에 대한 답을 담고 있습니다.",126,Kor,2011-03-10T00:00:00+09:00,프랑크 슐츠 외/ 김재웅,혼자 가는 미술관
161,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"``아메리칸 인디언의 파괴 ''라는 책은 인도 학살 전쟁에서 Manuelito, Red Cloud, Black Pot, Sitting Cow, Hawkshaw, Little Raven, Joseph, Geronimo 등과 같은 진정한 평화 주의자이자 자연입니다. 백인들의 끝없는 탐욕 때문에 부족을 구하기 위해 보호 주의자였던 인디언 전사들의 수많은 투쟁을 기록합니다.",591,Kor,2011-02-25T00:00:00+09:00,디 브라운/ 최준석,나를 운디드니에 묻어주오
162,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"세상에서 즐거운 그림을 그리던 아이의 내용이 그림 속에 담겨 있습니다. 어린이가 그리는 과정은 그림 속 세상에서 노는 것으로 표현되고, 그림에 몰입하는 과정은 몽환적이고 몽환적 인 분위기로 그려져있다. 또한 다양한 기법과 다채로운 색상이 아이의 황홀한 즐거움을 표현합니다.",36,Kor,2012-08-27T00:00:00+09:00,"이진경 글, 곽영권 그림",그리는 동안 어느새
163,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 오늘날 문화가 어떻게 발전했는지, 문화를 꽃 피게 한 20 ~ 21 세기 문화 영웅 경쟁을 통해 어떤 창의력이 형성되었는지 알 수있는 책이다. 67 쌍의 라이벌이 선의로 경쟁하며 다양한 현대 문화의 스펙트럼이 펼쳐집니다.",319,Kor,2012-09-10T00:00:00+09:00,김재훈,라이벌
164,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"Vol. 한국인의 눈으로 역사를 바라 보는 교양 책 '첫 독서 세계사'시리즈 3 편. 이 책은 전국 사 교사 협회의 17 명의 교사들이 다양성이 공존하는 매혹적인 아대륙 인 인도의 역사와 문화에 대한 친근한 소개입니다. 인종, 언어, 종교, 계급 등 다양성과 다원주의를 독립적으로 통합 한 고대부터 현대까지의 인도 역사를 자세히 살펴 보았다.",266,Kor,2012-08-27T00:00:00+09:00,전국역사교사모임,처음 읽는 인도사
165,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 실험적 사회 심리학의 창시자 인 Mujaper Sheriff가 집단 간 갈등과 해결에 대한 대규모 현장 실험을 수행 한 결과를 담고 있습니다. 그들은 다양한 방향에서 그룹 간의 관계의 본질에 접근합니다. 그룹 간의 갈등과 조화와 관련된 심리적 요인을 파악하고 해결책을 찾습니다.,359,Kor,2012-08-30T00:00:00+09:00,무자펴 셰리프외/정태연,"우리와 그들, 갈등과 협력에 관하여"
166,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"저자는 ""인간은 동물을 사용할 권리가 있는가?""라는 질문을 던짐으로써 기존의 동물 권리 논의를 축약하게 제시한다. 그중에서 동물 착취를 정당화 한 식품, 패션, 엔터테인먼트, 제약 및 화장품 산업은 동물뿐만 아니라 지구 환경과 인간 건강에도 해 롭습니다.",255,Kor,2012-08-24T00:00:00+09:00,캐서린 그랜트/황성원,"동물권, 인간의 이기심은 어디까지인가?"
167,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"강수돌 교수는 아이들을 자본주의의 역사로 안내한다. 경제, 역사, 세계사, 한국사를 결합한 친근한 해설을 통해 과거, 현재, 미래를 과거, 현재, 미래로 나누어 자본주의 경제 체제의 탄생, 성장, 변화를 흥미로운 삽화로 설명한다.",219,Kor,2012-05-03T00:00:00+09:00,"강수돌 글, 이진아 그림",작은 경제학자를 위한 자본주의 교과서
168,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"과학자이자 음악가 인 작가는 다양한 과학적 질문을 쉽고 재미있게 설명하면서 매혹적인 음악 세계를 안내합니다. 그는 음악의 과학과 심리학과 관련된 문제를 재치있게 해결하고 팝송의 매력, 모차르트 작곡의 비밀, 작곡에서 화성의 역할 등 음악의 비밀을 설명했다.",351,Kor,2012-02-22T00:00:00+09:00,존 파웰/ 장호연,과학으로 풀어보는 음악의 비밀
169,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"1 만년 전 농업의 기원부터 911 테러까지 전 세계의 주요 사건을 50 개의 키워드로 요약 한 책입니다. 고대 이집트에서 현대 중국에 이르기까지, 바이킹과 몽골 인에서 프랑스 혁명과 냉전에 이르기까지 각 기간에 대한 자세한 일정과 함께 특정 이벤트와 주요 개발 단계에 초점을 맞추 었습니다.",315,Kor,2012-03-28T00:00:00+09:00,"이안 크로프턴/ 박유진, 이시은",반드시 알아야 할 50 위대한 세계사
170,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"""죽음의 생각에 긍정적 인 숨어있는 것이 있습니까?"" ""나는 10 년 전과 같은 사람입니까?"" 스페인 철학자 인 저자는 죽음, 이성의 진실, 자아, 자유와 책임, 자연과 기술, 공생, 예술, 시간 등 인간 생활에서 중요한 8 가지 주제를 다룹니다. 그리고 철학의 즐거움에 대해 이야기합니다.",310,Kor,2012-04-15T00:00:00+09:00,페르난도 사바테르/ 장혜경,세상이 던지는 질문에 어떻게 답해야 할까?
171,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"인터넷 남용, 괴롭힘, 갱 폭력, 마약 중독 등 청소년 폭력을 경험 한 9 명의 아이들의 목소리를 통해 현재 폭력으로 고통 받고있는 사람들에게 상황을 극복 할 수있는 힌트를줍니다.",253,Kor,2012-03-25T00:00:00+09:00,프랜 펀리/ 김영선,폭력은 침묵 속에 전염된다
172,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,청년들이 경제와 금융에 관심을 가질 수 있도록 다양한 콘텐츠를 진행해온 <매일 경제>가 인기 칼럼이다. 경제 재정부 증권 산업부 기자들은 청년들이 중학생이나 조카들과 대화 하듯 읽어야 할 경제 기사를 썼다. 우리는 청소년들이 경제 및 경영 분야에 대한 감각을 갖도록 돕습니다.,254,Kor,2012-02-20T00:00:00+09:00,매일경제 경제경영연구소,경제와 금융 그렇구나!
173,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"파주 자유 학교 11 학년 학생 인 작가는 초등학교 4 학년 때부터 도시 조류 관찰 활동에 참여하기 시작했으며 지금까지 조류 관찰 생활을 계속했다. 그것은 기록되고 탐구되었고, 찍은 사진과 함께 기록되었습니다.",203,Kor,2012-03-25T00:00:00+09:00,김어진,도시 소년이 사랑한 우리 새 이야기
174,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"흥미롭고 기괴한 이야기는 수학 세계에서 발생한 35 개의 가장 중요한 발견과 중요한 수학적 개념의 기본을 소개합니다. 각 짧은 장에서는 비합리적인 숫자, 혼돈 이론, 무한을 포함하여 중요한 수학적 개념의 기본 사항과 과일 가게 주인이 오렌지를 쌓는 이유를 소개합니다.",356,Kor,2012-12-10T00:00:00+09:00,리처드 멜위스/이충호,수학 괴물을 죽이는 법
175,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 감정과 분노로 어려움을 겪는 아이들을위한 것입니다. 그것은 아이들이 일상 생활에서 쉽게 따를 수있는 분노 조절 방법을 포함합니다.,132,Kor,2012-11-16T00:00:00+09:00,"돈 휴브너/ 김선희 글, 전미화 그림",괜찮아 괜찮아 욱해도 괜찮아!
176,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,정해진 경계를 벗어나 자신의 길을 걸어온 고등학교 졸업생들의 이야기를 담은 책이다. 꿈과 열망을 마음에 담아 조용히 걸어온 11 명의 청년들이 교육을 통해받은 상처를 한 명씩 담은 이야기다.,276,Kor,2012-11-12T00:00:00+09:00,박영희,나는 대학에 가지 않았다
177,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 프랑스에 사는 유태인 소녀 엘렌 베르가 안느의 일기와 동시에 기록 된 일기장으로 나치 시대의 파리를 생생하게 그린다.,416,Kor,2013-09-16T00:00:00+09:00,엘렌 베르/최정수,엘렌의 일기
178,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"고요한 수영장의 다양한 광경을 통해 남자, 여자, 사람들의 소란, 큰 흰 고래에 대한 자신의 상상력을 각 사람이 상상하도록 안내하는 그림책입니다.",48,Kor,2013-09-05T00:00:00+09:00,"이지현 글, 그림",수영장
179,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,작가의 방언 20 년 투어 인 언어 학자로서 일상에 숨겨진 방언을 통해 언어와 지식에 대한 놀라운 감각은 물론 뿌리 깊은 편견과 문제를 발견 할 수 있습니다.,304,Kor,2013-09-30T00:00:00+09:00,한성우,방언정담
180,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 설탕이 발견되고 설탕이 생산되지 않았을 때부터 대량 생산이 가능해진 이후 세계사의 변화를 살펴 본다. 설탕이 어떻게 확산되고, 노동을 조직하고, 착취로 이어지는 지 볼 수 있습니다.",184,Kor,2013-09-05T00:00:00+09:00,마크 애론슨 외/설배환,"설탕, 세계를 바꾸다"
181,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"뉴욕에서 디자인과 예술에 종사하는 20 명의 한국 크리에이터를 인터뷰 한 결과입니다. 사진, 광고, 패션, 건축과 인테리어, 미술의 5 개 영역으로 나뉘어 그들이 만난 현실에 대해 물어보고 뉴욕 예술과 디자인 산업의 움직임을 보여 주려고 노력했습니다.",384,Kor,2013-06-28T00:00:00+09:00,"이민기, 이정민",프로젝트 뉴욕
182,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"작가는 역사의 새로운 이야기를 의미하는 '히스토리아 노바'라는 제목을 부여했으며, 오늘날 직면 한 다양한 문제에 대한 질문과 답을 찾고있다. 동양과 서양의 문명과 문화, 사람, 전쟁 등 다양한 주제를 담고 있습니다.",360,Kor,2013-07-01T00:00:00+09:00,주경철,히스토리아 노바
183,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"특히 세 명의 사서들 사이에서 젊은이들에게 지혜를 더할 엄선 된 단어들을 소개하는 책이다. 청소년들이 내용을보다 쉽게 ​​이해할 수 있도록 내용 설명과 함께 재미있는 일화, 오래된 문구, 사진을 추가했습니다.",248,Kor,2013-06-14T00:00:00+09:00,임옥균,청소년을 위한 이야기 사서삼경
184,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,최은희 상 수상자 21 명의 기록을 통해 이들의 치열한 삶을 되짚어 본 책이다. 힘들고 활발한 흥분의시기로 나뉘어 한국 대표 흥분의 기자와 기사를 모았습니다.,286,Kor,2013-05-10T00:00:00+09:00,신동식 외 20인,세상은 바꾸고 역사는 기록하라
185,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,한국 전쟁을 배경으로 자신의 운명을 결정하기 위해 고군분투하는 청소년들의 장편 영화. 혹독한 전쟁과 그 안에서 일어난 날카로운 이념적 갈등 속에서 서울의 일상을 생생하게 그려 낸다.,328,Kor,2013-06-17T00:00:00+09:00,이현,그 여름의 서울
186,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"<열하 일기>의 대담한 여정을 따라 박지원의 배움에 대한 열정과 인간에 대한 사랑이 드러난다. 평범한 길을 거부하는 자유로운 정신, 끝없는 호기심, 국민 편의 지성 등 박지원에서 볼 수있는 다양한 측면을 담고있다.",72,Kor,2013-06-25T00:00:00+09:00,"김기정 글, 최미란 그림",껄껄 선생 여행기
187,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"세계 평화를 위해 만든 것을 실천 한 젊은 활동가들의 이야기입니다. 콜롬비아 남북 전쟁 현장의 팔리스 칼레, 라이베리아 남북 전쟁 당시 난민으로 전염병으로 위협을받은 키미 윅스와 아동 노동 운동가 인 이크발 마쉬의 이야기를 들려줍니다.",100,Kor,2013-06-10T00:00:00+09:00,"재닛 윌슨 외 글, 재닛 윌슨 외 그림/평화네트워크",어린 활동가들 이야기 : 하나의 평화
